"data","animale","specie","malattia","peso","dieta","veterinario"
"2022-10-22",8,"Flicker campo","",765635,"","GRWXVM07K57A727R"
"2022-11-21",8,"Flicker campo","",765624,"","HTIZLM98F82A499K"
"2022-12-21",8,"Flicker campo","",765627,"","AZVQRE05Q26F968B"
"2023-01-20",8,"Flicker campo","",765633,"","NPXWCN73L74H814E"
"2023-02-19",8,"Flicker campo","",765633,"","DOXGCA67I93B435L"
"2021-07-22",8,"Snake unidentified","",432795,"","BPIZZN04U03S425U"
"2021-08-21",8,"Snake unidentified","",432789,"","LXLDKR21X49J408B"
"2021-09-20",8,"Snake unidentified","",432786,"","SDOZRQ24F16Z694M"
"2021-10-20",8,"Snake unidentified","",432791,"","DMWBFI26H80R696J"
"2021-11-19",8,"Snake unidentified","",432801,"","CBFDND09F91H546K"
"2021-12-19",8,"Snake unidentified","Leucosi bovina enzootica",432802,"No mangime per i prossimi 2 mesi solo Vegetali","JSMTOX87J13M178N"
"2022-01-18",8,"Snake unidentified","Leucosi bovina enzootica",432788,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","PNJORE64G35W983Z"
"2022-02-17",8,"Snake unidentified","",432796,"","HFTZLR42P54I038D"
"2022-03-19",8,"Snake unidentified","",432786,"","UAYJOG77C56Q827R"
"2021-03-15",8,"Goldeneye common","",987431,"","FFNPLL70Q85Q417Y"
"2021-04-14",8,"Goldeneye common","",987429,"","QKPKQX43V87J697X"
"2021-05-14",8,"Goldeneye common","",987435,"","EURLCQ48T11L828X"
"2021-05-20",8,"Goldeneye common","Malattia vescicolare dei suini",987427,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","GRWXVM07K57A727R"
"2021-06-19",8,"Goldeneye common","",987440,"","QENHBQ79P95H124I"
"2021-07-19",8,"Goldeneye common","",987432,"","FFNPLL70Q85Q417Y"
"2021-08-18",8,"Goldeneye common","",987440,"","BPIZZN04U03S425U"
"2021-09-17",8,"Goldeneye common","",987429,"","GQNGLA85E82M951E"
"2021-10-17",8,"Goldeneye common","",987437,"","TDFCSH37D78G480U"
"2021-11-16",8,"Goldeneye common","Influenza aviaria",987433,"No carne per 2 mesi","LSXHKI99G45I261M"
"2021-12-16",8,"Goldeneye common","Rinotracheite infettiva del bovino (IBR)",987422,"No mangime per i prossimi 2 mesi solo Vegetali","CBFDND09F91H546K"
"2021-12-21",8,"Goldeneye common","Malattia emorragica virale del coniglio (MEV/RHD)",987434,"No carne per 2 mesi","IMIZZV64U93B294I"
"2022-01-20",8,"Goldeneye common","",987435,"","CRPRFQ00X25H955M"
"2021-04-16",8,"Snowy owl","",744978,"","OQMRLZ73Z10C877E"
"2021-05-16",8,"Snowy owl","",744970,"","CSURHY42I31P326H"
"2021-06-09",8,"Snowy owl","Leucosi bovina enzootica",744986,"Mangime a base di Vegetali per 1 mese","ZQNFVZ88N58P737Y"
"2021-07-09",8,"Snowy owl","",744975,"","HODKWJ04P69L937F"
"2021-08-08",8,"Snowy owl","",744979,"","LSXHKI99G45I261M"
"2021-09-07",8,"Snowy owl","Leishmania",744972,"Mangime a base di Vegetali per 1 mese","HIJOOR58D37G603M"
"2021-10-07",8,"Snowy owl","",744969,"","SBFNFR02Y66Y686T"
"2021-11-06",8,"Snowy owl","",744979,"","RRSPAR95S04V869K"
"2021-12-06",8,"Snowy owl","",744977,"","WZANMN50R81D594P"
"2022-01-05",8,"Snowy owl","",744984,"","MXWYXX83C31B873T"
"2022-02-04",8,"Snowy owl","",744985,"","PIGYLO79S06Z799G"
"2022-03-06",8,"Snowy owl","",744975,"","OILQPX59S83T716L"
"2022-04-05",8,"Snowy owl","",744970,"","HTIZLM98F82A499K"
"2022-05-05",8,"Snowy owl","",744974,"","QKSBYE86N59G823A"
"2022-05-18",8,"Snowy owl","Malattia di Newcastle",744976,"Alternare vegetali a mangime medico","GTRNQS12W82G871H"
"2022-06-17",8,"Snowy owl","Scrapie",744977,"No carne per 2 mesi","VJJKWX04D16K852M"
"2022-07-17",8,"Snowy owl","",744970,"","OILQPX59S83T716L"
"2022-08-16",8,"Snowy owl","",744981,"","HLZDCY93J51K599T"
"2022-09-15",8,"Snowy owl","",744985,"","XKDHSE52X77W080Z"
"2022-10-15",8,"Snowy owl","",744977,"","RLWBSX60B89K307G"
"2022-11-14",8,"Snowy owl","",744971,"","VJJKWX04D16K852M"
"2022-12-14",8,"Snowy owl","",744983,"","HCMNOI85R50S863N"
"2023-01-13",8,"Snowy owl","",744986,"","EXTHNF29D85P050R"
"2023-02-12",8,"Snowy owl","",744987,"","MJJYOH26B81U169C"
"2023-03-14",8,"Snowy owl","",744984,"","HIJOOR58D37G603M"
"2021-05-19",8,"Screamer southern","",370775,"","UEESQB52D01C783S"
"2021-06-18",8,"Screamer southern","",370778,"","GTRNQS12W82G871H"
"2021-07-18",8,"Screamer southern","",370784,"","OILQPX59S83T716L"
"2021-08-17",8,"Screamer southern","",370772,"","MCZSYA79M27W095Y"
"2021-09-16",8,"Screamer southern","",370778,"","CRPRFQ00X25H955M"
"2021-10-16",8,"Screamer southern","",370778,"","KVOXDR94O16L595F"
"2021-11-15",8,"Screamer southern","",370782,"","CRPRFQ00X25H955M"
"2021-12-15",8,"Screamer southern","Peste suina africana",370770,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","CSURHY42I31P326H"
"2022-01-14",8,"Screamer southern","",370777,"","AZVQRE05Q26F968B"
"2022-02-13",8,"Screamer southern","",370781,"","UEESQB52D01C783S"
"2022-03-15",8,"Screamer southern","",370784,"","SFPKPJ09U63O240C"
"2022-04-14",8,"Screamer southern","",370768,"","BIBFLF29M44P727K"
"2022-05-14",8,"Screamer southern","",370783,"","RLWBSX60B89K307G"
"2022-06-13",8,"Screamer southern","",370772,"","YXVNEZ27G41S684L"
"2022-06-23",8,"Screamer southern","Brucellosi",370778,"Solo mangime medico per 4 settimane","TDFCSH37D78G480U"
"2022-07-23",8,"Screamer southern","",370783,"","RLWBSX60B89K307G"
"2022-08-22",8,"Screamer southern","",370775,"","HCMNOI85R50S863N"
"2022-09-21",8,"Screamer southern","",370784,"","XZARRT13S94C682F"
"2022-09-23",8,"Screamer southern","BSE (bovine spongiform encephalopathy)",370767,"Solo mangime medico per 4 settimane","NPXWCN73L74H814E"
"2022-10-23",8,"Screamer southern","",370777,"","BJKQKC10K57B486P"
"2022-11-22",8,"Screamer southern","",370779,"","ZFOAKJ36I08K413L"
"2022-12-22",8,"Screamer southern","",370769,"","TDFCSH37D78G480U"
"2023-01-21",8,"Screamer southern","",370776,"","BJFCGM55W01H356I"
"2023-02-20",8,"Screamer southern","",370767,"","HXOPFS49O09L860N"
"2021-08-07",8,"Constrictor eastern boa","Peste suina africana",751102,"Alternare vegetali a mangime medico","RRSPAR95S04V869K"
"2021-09-06",8,"Constrictor eastern boa","",751096,"","BASQCC79U17X832X"
"2021-10-06",8,"Constrictor eastern boa","",751104,"","WZANMN50R81D594P"
"2021-11-05",8,"Constrictor eastern boa","",751099,"","HXOPFS49O09L860N"
"2021-12-05",8,"Constrictor eastern boa","",751103,"","DZNPCP87G63Q961Q"
"2022-01-04",8,"Constrictor eastern boa","",751099,"","KUCTKZ61T24Y447T"
"2022-02-03",8,"Constrictor eastern boa","",751093,"","HCMNOI85R50S863N"
"2022-03-05",8,"Constrictor eastern boa","",751109,"","EXTHNF29D85P050R"
"2022-04-04",8,"Constrictor eastern boa","Malattia emorragica virale del coniglio (MEV/RHD)",751102,"Solo mangime medico per 4 settimane","QENHBQ79P95H124I"
"2022-05-04",8,"Constrictor eastern boa","",751105,"","HUWCCJ71H63A894K"
"2022-06-03",8,"Constrictor eastern boa","West nile disease",751103,"Solo mangime medico per 4 settimane","UBZOGR62T44A438F"
"2022-07-03",8,"Constrictor eastern boa","",751097,"","DZNPCP87G63Q961Q"
"2022-07-20",8,"Constrictor eastern boa","Rinotracheite infettiva del bovino (IBR)",751102,"Mangime a base di Vegetali per 1 mese","HXOPFS49O09L860N"
"2022-08-19",8,"Constrictor eastern boa","",751097,"","HFTZLR42P54I038D"
"2022-09-18",8,"Constrictor eastern boa","",751108,"","VWGGON61Q76R110T"
"2022-10-18",8,"Constrictor eastern boa","",751096,"","KAXJUP32M42L944Z"
"2022-11-17",8,"Constrictor eastern boa","",751093,"","IKPIXP95B63A322L"
"2022-12-17",8,"Constrictor eastern boa","",751104,"","CBFDND09F91H546K"
"2023-01-16",8,"Constrictor eastern boa","Rinotracheite infettiva del bovino (IBR)",751101,"Mangime a base di Vegetali per 1 mese","HCMNOI85R50S863N"
"2023-02-15",8,"Constrictor eastern boa","Tubercolosi bovina",751095,"Solo mangime medico per 4 settimane","ICQQFH55P73G575S"
"2023-03-17",8,"Constrictor eastern boa","",751095,"","RELZWK33P23V293V"
"2023-04-16",8,"Constrictor eastern boa","",751095,"","KUCTKZ61T24Y447T"
"2023-05-12",8,"Constrictor eastern boa","Rinotracheite infettiva del bovino (IBR)",751109,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","GTBBNJ43V27L642G"
"2023-06-11",8,"Constrictor eastern boa","",751098,"","BJKQKC10K57B486P"
"2023-07-11",8,"Constrictor eastern boa","",751094,"","QENHBQ79P95H124I"
"2023-07-20",8,"Constrictor eastern boa","Leishmania",751106,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","DMWBFI26H80R696J"
"2023-08-19",8,"Constrictor eastern boa","",751100,"","QJESUE82Q82S026B"
"2023-09-18",8,"Constrictor eastern boa","Paratubercolosi o Johne's Disease",751102,"Solo mangime medico per 4 settimane","RRSPAR95S04V869K"
"2023-10-18",8,"Constrictor eastern boa","",751109,"","UNMMKP78I91B283B"
"2021-08-07",8,"Roadrunner greater","",230594,"","BIBFLF29M44P727K"
"2021-09-06",8,"Roadrunner greater","",230585,"","IQCTNU06Z63Q898C"
"2021-10-06",8,"Roadrunner greater","",230602,"","QKSBYE86N59G823A"
"2021-11-05",8,"Roadrunner greater","",230603,"","BXKXIK91F37M945W"
"2021-12-05",8,"Roadrunner greater","",230594,"","HUWCCJ71H63A894K"
"2022-01-04",8,"Roadrunner greater","",230596,"","TDFCSH37D78G480U"
"2022-02-03",8,"Roadrunner greater","",230585,"","HFTZLR42P54I038D"
"2022-03-05",8,"Roadrunner greater","",230593,"","XZARRT13S94C682F"
"2022-04-04",8,"Roadrunner greater","",230598,"","BJKQKC10K57B486P"
"2022-05-04",8,"Roadrunner greater","",230594,"","DOXGCA67I93B435L"
"2022-06-03",8,"Roadrunner greater","",230603,"","SRCJIT69V69B232C"
"2022-07-03",8,"Roadrunner greater","",230586,"","MXWYXX83C31B873T"
"2022-08-02",8,"Roadrunner greater","",230594,"","ZXSPCC42H10W293Q"
"2022-09-01",8,"Roadrunner greater","",230596,"","ZFOAKJ36I08K413L"
"2022-09-11",8,"Roadrunner greater","West nile disease",230593,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","AZVQRE05Q26F968B"
"2022-10-11",8,"Roadrunner greater","",230594,"","ZFOAKJ36I08K413L"
"2022-10-24",8,"Roadrunner greater","Brucellosi",230585,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","HIJOOR58D37G603M"
"2022-11-23",8,"Roadrunner greater","",230591,"","VWGGON61Q76R110T"
"2022-12-23",8,"Roadrunner greater","Afta epizootica",230594,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","RRSPAR95S04V869K"
"2023-01-22",8,"Roadrunner greater","",230587,"","OVLOWK98S40H989D"
"2023-02-21",8,"Roadrunner greater","",230589,"","RZXHMF06C91C657B"
"2023-03-23",8,"Roadrunner greater","",230594,"","RZXHMF06C91C657B"
"2023-04-22",8,"Roadrunner greater","",230602,"","QJESUE82Q82S026B"
"2023-05-22",8,"Roadrunner greater","",230588,"","ZQNFVZ88N58P737Y"
"2021-07-21",8,"Andean goose","",190710,"","RZXHMF06C91C657B"
"2021-08-20",8,"Andean goose","",190706,"","BENAZV35V84G728Y"
"2021-09-19",8,"Andean goose","",190707,"","QJESUE82Q82S026B"
"2021-10-19",8,"Andean goose","",190708,"","SDOZRQ24F16Z694M"
"2021-11-18",8,"Andean goose","",190711,"","UAYJOG77C56Q827R"
"2021-12-18",8,"Andean goose","Rinotracheite infettiva del bovino (IBR)",190713,"No carne per 2 mesi","MCZSYA79M27W095Y"
"2022-01-17",8,"Andean goose","",190718,"","CFHACW39N88B188Y"
"2022-02-16",8,"Andean goose","",190709,"","XUDUCK56J87E249D"
"2022-03-18",8,"Andean goose","",190701,"","ZQNFVZ88N58P737Y"
"2022-04-17",8,"Andean goose","Malattia emorragica virale del coniglio (MEV/RHD)",190711,"Mangime a base di Vegetali per 1 mese","TXIJSS76W27X542H"
"2022-05-17",8,"Andean goose","",190717,"","QENHBQ79P95H124I"
"2022-06-16",8,"Andean goose","",190705,"","HFTZLR42P54I038D"
"2022-07-16",8,"Andean goose","",190718,"","RLWBSX60B89K307G"
"2022-08-15",8,"Andean goose","",190713,"","WZANMN50R81D594P"
"2022-09-14",8,"Andean goose","",190705,"","HODKWJ04P69L937F"
"2022-10-14",8,"Andean goose","",190709,"","LXLDKR21X49J408B"
"2021-04-15",8,"Radiated tortoise","",231689,"","DOXGCA67I93B435L"
"2021-05-15",8,"Radiated tortoise","",231696,"","YXVNEZ27G41S684L"
"2021-06-14",8,"Radiated tortoise","",231685,"","DBEFQA23Q80X119K"
"2021-07-14",8,"Radiated tortoise","",231697,"","GGGXXP31J75H693A"
"2021-08-13",8,"Radiated tortoise","",231680,"","DGNSAO74I34G132X"
"2021-09-12",8,"Radiated tortoise","",231693,"","AZVQRE05Q26F968B"
"2021-10-12",8,"Radiated tortoise","",231681,"","VWVRAA05P61R641G"
"2021-11-11",8,"Radiated tortoise","",231681,"","RRSPAR95S04V869K"
"2021-12-11",8,"Radiated tortoise","",231680,"","FFNPLL70Q85Q417Y"
"2022-01-10",8,"Radiated tortoise","",231687,"","GGGXXP31J75H693A"
"2022-02-09",8,"Radiated tortoise","",231691,"","HODKWJ04P69L937F"
"2022-03-11",8,"Radiated tortoise","",231680,"","PTLZUN37T49S915U"
"2022-04-10",8,"Radiated tortoise","",231682,"","PIGYLO79S06Z799G"
"2022-05-09",8,"Radiated tortoise","BSE (bovine spongiform encephalopathy)",231682,"Mangime a base di Vegetali per 1 mese","CBQNTJ86T75R285F"
"2022-06-08",8,"Radiated tortoise","Malattia vescicolare dei suini",231681,"Solo mangime medico per 4 settimane","SDOZRQ24F16Z694M"
"2022-07-08",8,"Radiated tortoise","Leishmania",231680,"Mangime a base di Vegetali per 1 mese","SRCJIT69V69B232C"
"2022-08-07",8,"Radiated tortoise","",231692,"","OPFLBG35E28T343X"
"2022-09-06",8,"Radiated tortoise","",231684,"","BJKQKC10K57B486P"
"2022-10-06",8,"Radiated tortoise","",231698,"","PIGYLO79S06Z799G"
"2022-11-05",8,"Radiated tortoise","",231691,"","JSMTOX87J13M178N"
"2022-12-05",8,"Radiated tortoise","",231690,"","AENIZK33V73S452W"
"2023-01-04",8,"Radiated tortoise","Leishmania",231692,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","GTBBNJ43V27L642G"
"2023-02-03",8,"Radiated tortoise","",231693,"","BASQCC79U17X832X"
"2023-03-05",8,"Radiated tortoise","",231686,"","HLZDCY93J51K599T"
"2023-04-04",8,"Radiated tortoise","",231694,"","DMWBFI26H80R696J"
"2023-05-04",8,"Radiated tortoise","",231695,"","HODKWJ04P69L937F"
"2023-06-03",8,"Radiated tortoise","",231695,"","DISLRN11Y28S991O"
"2023-07-03",8,"Radiated tortoise","",231680,"","VJJKWX04D16K852M"
"2023-08-02",8,"Radiated tortoise","",231695,"","SDOZRQ24F16Z694M"
"2023-09-01",8,"Radiated tortoise","",231687,"","BENAZV35V84G728Y"
"2021-12-21",8,"Two-toed sloth","",426706,"","XZARRT13S94C682F"
"2022-01-20",8,"Two-toed sloth","",426711,"","JSMTOX87J13M178N"
"2022-02-19",8,"Two-toed sloth","Paratubercolosi o Johne's Disease",426704,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","DBEFQA23Q80X119K"
"2022-03-21",8,"Two-toed sloth","",426706,"","HUWCCJ71H63A894K"
"2022-04-20",8,"Two-toed sloth","",426712,"","LSXHKI99G45I261M"
"2022-05-20",8,"Two-toed sloth","",426709,"","DKKRNI12W38H575K"
"2022-06-19",8,"Two-toed sloth","",426710,"","KDIHSK05G77B383M"
"2022-07-19",8,"Two-toed sloth","",426698,"","BIBFLF29M44P727K"
"2022-08-18",8,"Two-toed sloth","",426715,"","VWGGON61Q76R110T"
"2022-09-17",8,"Two-toed sloth","",426700,"","IKPIXP95B63A322L"
"2022-10-17",8,"Two-toed sloth","",426697,"","TXIJSS76W27X542H"
"2022-11-16",8,"Two-toed sloth","",426708,"","OILQPX59S83T716L"
"2022-12-16",8,"Two-toed sloth","",426697,"","CSURHY42I31P326H"
"2021-10-29",8,"Python carpet","",718979,"","JSMTOX87J13M178N"
"2021-11-28",8,"Python carpet","",718971,"","DBEFQA23Q80X119K"
"2021-12-28",8,"Python carpet","",718981,"","DOXGCA67I93B435L"
"2022-01-27",8,"Python carpet","",718973,"","SFPKPJ09U63O240C"
"2022-02-26",8,"Python carpet","",718977,"","AENIZK33V73S452W"
"2022-03-28",8,"Python carpet","Rinotracheite infettiva del bovino (IBR)",718973,"Solo mangime medico per 4 settimane","BJFCGM55W01H356I"
"2022-04-16",8,"Python carpet","Rabbia",718986,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","GRWXVM07K57A727R"
"2022-04-27",8,"Python carpet","BSE (bovine spongiform encephalopathy)",718982,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","OVLOWK98S40H989D"
"2022-05-27",8,"Python carpet","",718977,"","LSXHKI99G45I261M"
"2022-06-26",8,"Python carpet","",718972,"","JSMTOX87J13M178N"
"2022-07-26",8,"Python carpet","",718972,"","DGDYWC41W37X227L"
"2022-08-25",8,"Python carpet","",718979,"","HIJOOR58D37G603M"
"2022-09-24",8,"Python carpet","",718988,"","GQNGLA85E82M951E"
"2022-10-24",8,"Python carpet","",718984,"","MCZSYA79M27W095Y"
"2022-10-31",8,"Python carpet","Malattia vescicolare dei suini",718974,"No carne per 2 mesi","GQNGLA85E82M951E"
"2022-11-30",8,"Python carpet","",718982,"","DGDYWC41W37X227L"
"2022-12-30",8,"Python carpet","",718980,"","KVOXDR94O16L595F"
"2023-01-12",8,"Python carpet","Febbre catarrale degli ovini",718977,"No mangime per i prossimi 2 mesi solo Vegetali","LSXHKI99G45I261M"
"2023-02-11",8,"Python carpet","",718978,"","HXOPFS49O09L860N"
"2021-07-12",8,"Cat long-tailed spotted","",848651,"","KAXJUP32M42L944Z"
"2021-08-11",8,"Cat long-tailed spotted","",848657,"","CSURHY42I31P326H"
"2021-08-28",8,"Cat long-tailed spotted","Tubercolosi bovina",848659,"Mangime a base di Vegetali per 1 mese","DGDYWC41W37X227L"
"2021-09-27",8,"Cat long-tailed spotted","",848646,"","UEESQB52D01C783S"
"2021-10-27",8,"Cat long-tailed spotted","Afta epizootica",848655,"No carne per 2 mesi","BIBFLF29M44P727K"
"2021-11-26",8,"Cat long-tailed spotted","",848653,"","KUCTKZ61T24Y447T"
"2021-12-26",8,"Cat long-tailed spotted","",848658,"","HKASFO52W74K212M"
"2022-01-25",8,"Cat long-tailed spotted","",848659,"","DOXGCA67I93B435L"
"2022-02-24",8,"Cat long-tailed spotted","",848655,"","OILQPX59S83T716L"
"2022-03-26",8,"Cat long-tailed spotted","",848650,"","TXIJSS76W27X542H"
"2022-04-25",8,"Cat long-tailed spotted","",848658,"","KVOXDR94O16L595F"
"2022-05-25",8,"Cat long-tailed spotted","",848645,"","PTLZUN37T49S915U"
"2022-06-24",8,"Cat long-tailed spotted","",848658,"","RMUFCJ21P23Y875K"
"2022-07-24",8,"Cat long-tailed spotted","",848654,"","XUDUCK56J87E249D"
"2022-08-23",8,"Cat long-tailed spotted","",848649,"","IQCTNU06Z63Q898C"
"2022-09-22",8,"Cat long-tailed spotted","BSE (bovine spongiform encephalopathy)",848650,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","MXWYXX83C31B873T"
"2022-10-22",8,"Cat long-tailed spotted","",848650,"","LXLDKR21X49J408B"
"2022-11-21",8,"Cat long-tailed spotted","",848653,"","TAKTMI77H14V676G"
"2021-12-06",8,"Rattlesnake horned","",961222,"","BPIZZN04U03S425U"
"2022-01-05",8,"Rattlesnake horned","",961221,"","RMUFCJ21P23Y875K"
"2022-02-04",8,"Rattlesnake horned","",961216,"","HUWCCJ71H63A894K"
"2022-03-06",8,"Rattlesnake horned","",961228,"","SRCJIT69V69B232C"
"2022-04-05",8,"Rattlesnake horned","",961213,"","OPFLBG35E28T343X"
"2022-05-05",8,"Rattlesnake horned","",961231,"","BASQCC79U17X832X"
"2022-06-04",8,"Rattlesnake horned","Febbre catarrale degli ovini",961228,"No carne per 2 mesi","LSXHKI99G45I261M"
"2022-07-04",8,"Rattlesnake horned","",961231,"","UOQAQQ70P22F991L"
"2022-08-03",8,"Rattlesnake horned","",961217,"","KVOXDR94O16L595F"
"2022-09-02",8,"Rattlesnake horned","",961220,"","GTRNQS12W82G871H"
"2022-10-02",8,"Rattlesnake horned","",961215,"","RMUFCJ21P23Y875K"
"2022-11-01",8,"Rattlesnake horned","Afta epizootica",961230,"Mangime a base di Vegetali per 1 mese","TXIJSS76W27X542H"
"2022-12-01",8,"Rattlesnake horned","",961215,"","JWDPWX14W11D641Z"
"2022-12-31",8,"Rattlesnake horned","",961215,"","VJJKWX04D16K852M"
"2021-04-24",8,"Mockingbird galapagos","",3485,"","BPIZZN04U03S425U"
"2021-05-24",8,"Mockingbird galapagos","",3490,"","GQNGLA85E82M951E"
"2021-06-23",8,"Mockingbird galapagos","",3491,"","BASQCC79U17X832X"
"2021-07-23",8,"Mockingbird galapagos","",3481,"","MJJYOH26B81U169C"
"2021-08-21",8,"Mockingbird galapagos","Trichinella",3493,"Mangime a base di Vegetali per 1 mese","BIBFLF29M44P727K"
"2021-09-20",8,"Mockingbird galapagos","",3484,"","GTBBNJ43V27L642G"
"2021-10-02",8,"Mockingbird galapagos","Leucosi bovina enzootica",3487,"No mangime per i prossimi 2 mesi solo Vegetali","AENIZK33V73S452W"
"2021-11-01",8,"Mockingbird galapagos","",3478,"","QENHBQ79P95H124I"
"2021-12-01",8,"Mockingbird galapagos","",3483,"","GRWXVM07K57A727R"
"2021-12-31",8,"Mockingbird galapagos","",3488,"","HKASFO52W74K212M"
"2022-01-30",8,"Mockingbird galapagos","",3476,"","WZANMN50R81D594P"
"2022-03-01",8,"Mockingbird galapagos","",3494,"","CBQNTJ86T75R285F"
"2022-03-30",8,"Mockingbird galapagos","Paratubercolosi o Johne's Disease",3486,"Mangime a base di Vegetali per 1 mese","ZXSPCC42H10W293Q"
"2022-04-29",8,"Mockingbird galapagos","",3478,"","PNJORE64G35W983Z"
"2022-05-29",8,"Mockingbird galapagos","Encefalopatie spongiformi trasmissibili",3485,"Alternare vegetali a mangime medico","MCZSYA79M27W095Y"
"2022-06-28",8,"Mockingbird galapagos","",3487,"","PNJORE64G35W983Z"
"2022-07-28",8,"Mockingbird galapagos","",3484,"","ZQNFVZ88N58P737Y"
"2021-10-08",8,"Buttermilk snake","",425535,"","KDIHSK05G77B383M"
"2021-11-07",8,"Buttermilk snake","Brucellosi",425526,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","CRPRFQ00X25H955M"
"2021-12-07",8,"Buttermilk snake","",425534,"","VWGGON61Q76R110T"
"2022-01-06",8,"Buttermilk snake","",425539,"","GGGXXP31J75H693A"
"2022-02-05",8,"Buttermilk snake","",425539,"","AZVQRE05Q26F968B"
"2022-03-07",8,"Buttermilk snake","",425531,"","ZQNFVZ88N58P737Y"
"2022-04-06",8,"Buttermilk snake","",425542,"","SFFKVE90Y79P278X"
"2022-05-06",8,"Buttermilk snake","",425532,"","XKDHSE52X77W080Z"
"2022-06-05",8,"Buttermilk snake","",425533,"","JWDPWX14W11D641Z"
"2022-07-05",8,"Buttermilk snake","",425534,"","PNJORE64G35W983Z"
"2022-08-04",8,"Buttermilk snake","",425543,"","HCMNOI85R50S863N"
"2022-08-06",8,"Buttermilk snake","Leishmania",425527,"Mangime a base di Vegetali per 1 mese","HTIZLM98F82A499K"
"2022-09-05",8,"Buttermilk snake","",425527,"","TCIEMF28M57K540I"
"2022-10-05",8,"Buttermilk snake","",425537,"","NPXWCN73L74H814E"
"2022-11-04",8,"Buttermilk snake","",425538,"","ZUSDBT27S18I066Q"
"2022-12-04",8,"Buttermilk snake","Tubercolosi bovina",425527,"No carne per 2 mesi","HXOPFS49O09L860N"
"2023-01-03",8,"Buttermilk snake","",425544,"","ZUSDBT27S18I066Q"
"2023-02-02",8,"Buttermilk snake","",425530,"","SFPKPJ09U63O240C"
"2021-07-24",8,"Red-cheeked cordon bleu","Trichinella",418090,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","XUDUCK56J87E249D"
"2021-08-23",8,"Red-cheeked cordon bleu","",418088,"","JSMTOX87J13M178N"
"2021-09-05",8,"Red-cheeked cordon bleu","Leishmania",418085,"Alternare vegetali a mangime medico","VJJKWX04D16K852M"
"2021-10-05",8,"Red-cheeked cordon bleu","",418094,"","DGNSAO74I34G132X"
"2021-11-04",8,"Red-cheeked cordon bleu","",418083,"","BASQCC79U17X832X"
"2021-12-04",8,"Red-cheeked cordon bleu","",418097,"","BASQCC79U17X832X"
"2022-01-03",8,"Red-cheeked cordon bleu","",418094,"","VWGGON61Q76R110T"
"2022-02-02",8,"Red-cheeked cordon bleu","",418091,"","HXOPFS49O09L860N"
"2022-03-04",8,"Red-cheeked cordon bleu","",418095,"","DBEFQA23Q80X119K"
"2022-04-03",8,"Red-cheeked cordon bleu","",418086,"","BXKXIK91F37M945W"
"2022-05-03",8,"Red-cheeked cordon bleu","",418081,"","SBFNFR02Y66Y686T"
"2022-06-02",8,"Red-cheeked cordon bleu","",418089,"","HLZDCY93J51K599T"
"2022-06-03",8,"Red-cheeked cordon bleu","Leishmania",418098,"Alternare vegetali a mangime medico","PNJORE64G35W983Z"
"2022-07-03",8,"Red-cheeked cordon bleu","",418081,"","KDIHSK05G77B383M"
"2022-08-02",8,"Red-cheeked cordon bleu","",418081,"","AENIZK33V73S452W"
"2022-09-01",8,"Red-cheeked cordon bleu","",418096,"","TCIEMF28M57K540I"
"2022-10-01",8,"Red-cheeked cordon bleu","",418081,"","OVLOWK98S40H989D"
"2022-10-31",8,"Red-cheeked cordon bleu","",418099,"","CBFDND09F91H546K"
"2022-11-30",8,"Red-cheeked cordon bleu","",418081,"","UEESQB52D01C783S"
"2022-12-30",8,"Red-cheeked cordon bleu","",418099,"","CSURHY42I31P326H"
"2021-07-16",8,"Bird pied butcher","",549919,"","AENIZK33V73S452W"
"2021-08-15",8,"Bird pied butcher","",549926,"","TXIJSS76W27X542H"
"2021-09-14",8,"Bird pied butcher","",549910,"","UOQAQQ70P22F991L"
"2021-10-14",8,"Bird pied butcher","",549927,"","JWDPWX14W11D641Z"
"2021-11-13",8,"Bird pied butcher","",549915,"","NPXWCN73L74H814E"
"2021-12-13",8,"Bird pied butcher","",549913,"","BASQCC79U17X832X"
"2022-01-12",8,"Bird pied butcher","",549914,"","DOXGCA67I93B435L"
"2022-02-11",8,"Bird pied butcher","",549925,"","JWDPWX14W11D641Z"
"2022-03-13",8,"Bird pied butcher","",549912,"","ICQQFH55P73G575S"
"2022-04-12",8,"Bird pied butcher","",549912,"","OILQPX59S83T716L"
"2022-05-12",8,"Bird pied butcher","",549925,"","HIJOOR58D37G603M"
"2022-06-11",8,"Bird pied butcher","Peste suina africana",549912,"No carne per 2 mesi","CFHACW39N88B188Y"
